NR, 1, 2, 3, 4, 5, 6, 7, 8
121,5,13,15,15,38,36,2,51
122,4,17,12,15,38,36,2,48
123,4,10,11,15,38,36,3,48
124,7,4,11,16,38,37,3,50
125,9,4,12,17,38,37,3,52
126,7,6,12,16,38,37,3,53
127,6,7,11,16,38,36,3,52
128,6,8,10,17,38,36,3,52
129,6,8,9,17,37,37,2,52
130,8,10,9,16,37,36,2,51
131,6,9,9,17,37,36,2,53
132,7,8,9,16,37,37,2,51
133,8,6,10,16,36,36,2,55
134,8,7,9,16,36,35,2,55
135,9,3,10,15,36,35,2,56
136,9,3,11,15,37,35,2,56
137,8,5,12,15,37,35,1,55
138,8,4,12,15,37,35,2,55
139,8,2,13,14,38,34,2,55
140,9,2,13,15,38,34,2,53
141,8,2,14,15,38,34,2,55
142,8,3,14,15,38,34,2,55
143,8,5,14,14,38,34,2,55
144,8,7,13,14,38,34,2,55
145,8,6,13,14,39,34,3,55
146,8,9,13,13,38,34,2,55
147,8,9,12,13,38,34,2,55
148,10,6,12,14,38,34,2,51
149,12,6,13,14,38,34,3,49
150,12,6,13,13,37,34,3,49
151,12,4,14,13,37,35,2,49
152,13,4,15,12,36,35,2,49
153,12,1,17,12,36,35,2,50
154,12,2,18,12,36,35,2,50
155,12,4,18,12,36,35,2,50
156,11,4,18,13,35,34,2,51
157,10,6,18,13,35,33,2,52
158,10,5,18,12,35,33,2,51
159,12,3,19,12,35,33,2,52
160,12,5,18,12,35,33,2,52
161,13,8,18,12,35,33,2,53
162,11,10,17,12,35,33,2,52
163,10,11,17,12,35,33,1,51
164,10,9,17,12,35,33,1,51
165,12,8,18,12,35,33,2,52
166,12,4,17,13,35,34,2,52
167,12,6,17,12,35,34,2,51
168,12,8,18,12,35,34,2,51
169,12,8,18,12,35,34,2,50
170,10,5,18,12,35,34,2,49
171,10,3,19,12,35,34,2,49
172,10,2,21,12,36,35,2,49
173,10,2,21,12,36,35,2,49
174,10,3,22,12,36,35,2,48
175,10,2,22,12,36,35,2,48
176,9,3,23,12,35,35,2,49
177,8,3,22,12,35,34,3,51
178,8,3,23,12,35,34,3,50
179,8,1,23,12,35,35,3,50
180,9,1,24,12,35,35,3,50
181,8,2,25,11,34,35,4,50
182,8,2,26,11,34,35,4,50
183,10,3,27,12,34,35,4,46
184,10,2,28,11,34,35,4,46
185,9,4,28,11,34,34,4,45
186,8,3,28,11,34,35,4,45
187,7,3,28,11,34,34,3,47
188,6,5,28,10,34,34,3,49
189,6,5,27,11,34,34,3,49
190,8,6,27,10,34,34,3,51
191,8,7,25,10,34,34,4,51
192,8,13,22,11,34,34,4,52
193,7,6,21,11,36,34,4,52
194,7,5,21,11,36,34,3,51
195,6,6,21,11,36,34,3,51
196,6,4,22,11,36,34,3,51
197,5,5,22,11,36,34,3,51
198,4,7,22,11,35,34,3,50
199,4,8,21,11,35,35,3,50
200,4,6,20,10,35,34,4,50
1,10,60,11,3,30,30,3,50
2,20,67,10,2,30,29,2,49
3,19,21,11,3,30,29,2,49
4,19,13,12,2,30,30,2,49
5,18,11,12,3,30,29,3,50
6,18,15,13,3,30,29,3,50
7,18,12,15,3,30,29,3,49
8,18,7,16,3,30,28,3,49
9,17,4,17,3,29,28,2,49
10,16,8,18,3,29,28,2,49
11,16,8,18,3,29,28,2,49
12,16,7,19,3,29,28,2,49
13,16,6,20,3,29,28,2,49
14,16,8,20,2,29,28,2,49
15,16,11,21,2,28,28,2,49
16,15,10,22,3,28,28,3,49
17,14,12,23,3,28,29,3,49
18,13,16,23,3,28,28,2,49
19,12,14,23,2,28,28,2,49
20,12,21,23,2,28,28,2,49
21,12,20,23,2,28,28,2,49
22,12,21,23,3,28,28,2,49
23,12,19,23,3,28,28,3,48
24,11,14,24,3,28,28,3,49
25,10,11,25,3,28,27,3,49
26,10,12,24,3,28,27,3,49
27,10,16,24,3,28,28,3,49
28,9,12,24,3,29,28,3,49
29,8,12,25,4,28,28,2,49
30,8,14,25,4,28,28,2,49
31,8,17,25,4,28,28,3,49
32,8,10,26,3,28,28,3,49
33,8,5,27,3,28,27,3,49
34,8,5,28,3,28,27,3,49
35,8,7,29,3,28,28,3,50
36,8,9,29,3,28,28,3,50
37,7,7,30,3,28,28,3,50
38,7,7,31,2,28,27,3,50
39,5,4,32,3,28,28,2,50
40,4,7,33,2,28,28,1,49
41,4,10,33,3,28,27,1,49
42,4,12,33,2,28,28,1,49
43,4,15,33,3,29,28,1,49
44,4,16,34,2,28,29,1,50
45,4,13,34,3,29,29,1,50
46,4,15,34,3,29,29,2,50
47,5,19,34,2,29,29,2,49
48,4,19,34,3,28,29,2,49
49,4,19,34,3,28,29,2,49
50,4,16,34,3,28,29,2,49
51,5,11,35,3,28,29,2,49
52,4,14,35,4,28,29,2,49
53,4,12,36,4,28,29,2,49
54,4,8,37,4,28,29,1,49
55,4,8,37,4,28,29,1,50
56,4,8,38,4,28,29,1,50
57,4,10,38,4,28,29,1,50
58,4,14,38,4,28,29,1,50
59,4,11,37,4,28,28,1,51
60,4,12,37,4,28,28,1,51
61,4,15,36,4,28,29,2,50
62,4,9,36,4,28,29,1,50
63,2,13,35,4,28,29,1,47
64,2,13,36,3,28,29,1,47
65,2,12,36,4,28,29,1,47
66,2,5,37,4,29,29,1,47
67,2,8,38,4,28,29,1,47
68,2,11,39,3,29,29,2,48
69,2,10,39,4,28,29,3,47
70,2,7,40,4,29,30,3,47
71,2,8,41,4,30,30,3,47
72,2,5,42,4,29,30,3,48
73,2,9,43,4,29,30,3,48
74,2,5,44,3,29,30,3,48
75,2,3,45,3,28,30,3,49
76,2,4,46,3,29,29,2,49
77,2,5,47,3,29,29,2,50
78,2,7,48,2,29,29,2,50
79,2,10,48,2,30,29,1,50
80,3,10,49,2,30,29,1,50
81,2,13,48,3,29,29,1,50
82,2,21,47,3,29,29,1,50
83,2,17,47,3,29,29,1,50
84,2,16,47,3,30,30,1,50
85,2,20,46,3,30,30,1,50
86,2,13,46,3,30,29,2,51
87,2,12,46,3,31,30,1,51
88,4,8,47,3,32,30,1,51
89,2,9,48,3,32,30,2,51
90,2,10,49,3,32,30,3,51
91,2,12,49,4,32,30,3,52
92,2,16,49,3,32,30,3,51
93,2,20,48,3,32,30,2,51
94,2,22,47,4,32,30,2,51
95,2,20,47,4,32,30,1,51
96,2,19,46,4,32,29,1,51
97,2,18,46,3,32,29,2,51
98,2,19,44,3,32,29,1,52
99,2,16,43,3,32,29,1,52
100,2,19,44,3,32,29,1,53
101,2,13,44,3,33,29,1,52
102,2,13,45,3,33,29,1,52
103,2,13,45,3,33,28,1,52
104,2,13,46,4,32,29,1,52
105,2,13,45,4,33,29,1,53
106,2,17,45,4,33,29,2,53
107,2,19,45,4,33,29,1,54
108,2,15,45,4,32,29,1,54
109,2,21,45,4,32,29,1,54
110,2,16,44,4,32,30,2,54
111,2,17,42,4,32,30,3,53
112,2,17,42,4,32,31,3,53
113,2,16,42,4,31,31,3,54
114,2,15,41,5,31,32,4,53
115,2,23,40,5,31,31,4,53
116,2,24,39,5,31,31,4,53
117,2,14,40,5,31,31,4,54
118,4,13,40,5,31,31,3,54
119,4,12,40,6,31,31,3,53
120,5,12,40,5,31,31,2,53
121,4,15,41,5,32,31,2,53
122,4,18,41,5,32,31,2,53
123,4,9,42,5,32,31,2,53
124,5,11,42,5,32,31,2,53
125,3,8,42,5,32,31,2,54
126,3,9,41,5,32,32,2,54
127,4,12,41,5,31,32,2,54
128,4,10,42,5,31,31,2,55
129,4,13,43,5,30,31,2,55
130,4,12,43,5,30,31,3,55
131,4,14,44,5,29,31,3,55
132,5,6,46,5,29,32,3,55
133,4,6,47,5,29,32,3,54
134,4,7,47,5,29,32,2,54
135,5,5,47,5,29,32,2,54
136,4,8,47,5,28,33,2,54
137,4,9,48,5,29,32,2,54
138,4,7,48,5,29,32,2,54
139,4,7,49,4,29,31,2,54
140,4,5,49,6,29,31,2,54
141,4,6,50,6,29,31,2,54
142,4,11,48,6,29,31,2,54
143,4,18,46,6,30,31,2,54
144,4,18,45,6,30,31,1,54
145,2,19,44,6,30,31,1,54
146,2,15,44,6,29,31,2,53
147,2,7,45,6,29,31,3,52
148,2,5,46,7,29,31,3,52
149,2,6,47,7,29,32,2,53
150,2,11,46,7,29,32,2,54
151,2,14,44,7,29,32,2,55
152,2,16,43,7,29,32,2,55
153,2,16,42,7,29,32,1,56
154,4,14,39,8,29,32,1,56
155,4,7,40,8,29,32,1,55
156,5,6,40,8,29,31,1,55
157,4,11,40,8,29,32,1,56
158,4,16,38,8,29,31,1,55
159,4,13,39,8,29,31,1,55
160,4,10,37,9,29,32,1,55
161,6,15,37,9,29,31,1,56
162,6,12,37,6,29,31,1,56
163,6,13,37,6,29,32,2,55
164,6,9,38,7,30,31,2,55
165,7,16,38,7,30,31,2,56
166,6,11,38,6,30,32,2,55
167,6,9,39,6,29,32,2,55
168,6,11,38,6,29,32,1,55
169,6,14,39,7,29,32,1,55
170,6,9,39,6,29,31,1,55
171,5,6,39,6,28,30,1,56
172,4,6,39,6,29,31,1,59
173,4,8,40,6,29,31,1,60
174,4,10,40,6,29,31,1,61
175,4,5,41,6,29,31,1,61
176,4,2,42,6,29,30,1,60
177,4,3,43,6,29,30,1,60
178,4,3,44,6,29,30,1,60
179,4,4,45,7,30,31,1,60
180,4,5,45,7,30,31,1,60
181,4,6,46,7,30,30,1,61
182,4,7,46,7,30,30,1,62
183,4,8,45,7,31,30,1,62
184,4,12,45,7,31,30,2,62
185,4,9,45,7,31,30,2,62
186,4,7,46,7,31,29,2,62
187,4,9,46,7,30,29,2,62
188,4,13,45,7,31,29,2,62
189,4,11,45,7,31,30,2,62
190,4,12,45,7,30,30,2,62
191,4,10,45,6,31,30,3,62
192,4,10,44,6,31,30,3,62
193,4,10,43,6,31,30,3,62
194,4,7,43,7,31,30,4,62
195,3,7,44,7,31,30,3,61
196,4,6,44,7,31,29,4,62
197,3,8,44,7,32,29,4,61
198,2,9,44,7,31,29,3,59
199,2,11,43,7,31,29,4,58
200,2,7,44,7,31,29,4,58
1,10,60,11,3,30,30,3,50
2,20,69,10,3,29,30,3,49
3,20,25,11,3,29,30,3,49
4,20,18,12,3,30,30,3,49
5,20,15,12,3,29,29,3,49
6,19,11,13,3,29,30,2,49
7,18,8,14,3,29,29,2,49
8,18,4,16,2,29,29,2,49
9,18,5,17,2,29,29,2,49
10,18,5,18,2,30,29,2,49
11,18,8,19,2,30,29,3,49
12,18,5,20,2,31,29,3,48
13,17,10,20,2,31,29,3,48
14,15,14,20,2,31,29,3,48
15,16,9,21,2,31,29,3,49
16,18,12,21,2,31,29,2,49
17,18,10,22,2,31,30,2,49
18,18,12,22,2,31,30,2,49
19,18,17,22,2,31,29,2,50
20,18,16,22,2,31,29,2,50
21,17,17,23,2,31,30,2,49
22,16,16,23,3,32,29,2,49
23,18,19,23,3,32,29,3,50
24,16,15,23,3,32,29,3,50
25,14,14,24,3,32,29,2,50
26,14,12,24,3,32,29,2,50
27,14,10,25,3,32,30,2,50
28,14,10,25,4,32,30,2,50
29,14,6,26,4,32,29,2,50
30,14,6,26,3,32,30,2,50
31,15,9,27,3,32,30,3,50
32,14,8,27,3,32,30,3,50
33,14,11,28,2,31,30,3,50
34,13,16,29,2,32,31,3,50
35,12,13,29,2,31,30,3,51
36,12,16,30,2,32,30,3,50
37,11,15,30,2,32,30,3,51
38,10,19,30,2,32,30,3,52
39,10,17,31,2,32,30,3,53
40,10,16,31,3,32,30,4,53
41,9,14,31,2,32,30,3,52
42,9,15,30,2,32,30,3,51
43,8,16,30,3,32,30,3,51
44,8,18,30,3,32,30,3,51
45,8,17,30,3,32,30,3,51
46,8,16,28,4,32,30,3,51
47,9,17,26,5,33,29,3,52
48,6,22,24,5,33,29,3,52
49,4,22,24,5,34,28,3,54
50,4,17,23,5,34,28,3,54
51,5,20,23,5,33,28,2,56
52,4,16,23,5,33,28,2,56
53,4,17,22,5,34,27,1,56
54,4,23,20,6,34,27,1,55
55,4,25,20,6,34,27,1,55
56,6,19,20,6,34,27,1,53
57,7,14,20,6,34,27,1,53
58,7,11,21,6,34,27,2,53
59,8,8,21,6,34,27,2,54
60,6,10,22,6,35,26,2,53
61,6,9,23,6,35,27,1,54
62,6,8,24,6,35,27,1,54
63,6,11,23,6,36,27,1,54
64,6,15,23,6,36,27,1,54
65,6,11,22,6,36,28,1,55
66,6,16,22,6,36,28,1,55
67,6,14,22,6,36,27,1,55
68,6,18,21,6,35,27,2,55
69,6,18,21,6,35,28,1,55
70,6,17,21,6,36,27,1,54
71,6,15,21,6,36,28,1,54
72,6,15,21,5,36,27,2,54
73,8,19,20,5,36,26,2,52
74,8,24,20,5,37,26,2,52
75,8,14,21,5,37,25,2,52
76,7,20,20,5,37,25,2,53
77,6,12,21,4,37,25,2,53
78,8,9,21,4,37,25,2,52
79,8,8,22,4,37,25,2,53
80,8,10,23,5,37,25,2,53
81,8,8,24,5,37,25,2,53
82,8,8,24,5,37,24,3,53
83,7,9,24,5,37,24,2,53
84,6,7,25,5,38,24,1,54
85,6,5,25,5,37,24,1,54
86,5,6,26,5,37,24,1,55
87,4,6,26,5,38,24,1,57
88,4,8,26,5,38,24,1,57
89,4,9,26,5,38,24,1,57
90,4,11,26,5,38,24,1,56
91,4,11,26,5,38,24,1,56
92,4,12,25,5,37,24,2,57
93,4,14,25,5,38,24,2,58
94,4,18,25,5,38,24,2,58
95,4,18,23,6,38,25,2,58
96,4,15,22,6,38,25,2,58
97,4,21,23,6,38,25,2,58
98,4,11,23,6,38,25,2,58
99,4,15,23,6,38,25,2,58
100,4,12,23,6,38,25,2,58
101,5,14,23,5,38,25,2,59
102,5,12,23,6,38,25,3,60
103,4,14,23,6,38,25,3,59
104,3,10,23,5,38,25,3,58
105,2,14,23,5,38,25,2,55
106,2,14,22,5,38,25,2,55
107,4,13,21,5,38,26,2,55
108,5,12,22,6,38,26,2,55
109,4,12,22,6,38,26,3,55
110,4,11,22,7,38,26,3,54
111,4,7,23,8,38,26,3,54
112,3,6,23,8,39,27,3,53
113,2,7,24,8,40,26,1,52
114,2,6,24,8,39,26,1,51
115,2,8,22,8,39,26,2,51
116,3,12,22,8,40,26,2,51
117,4,14,20,8,39,25,3,51
118,4,16,18,8,40,25,3,51
119,5,16,17,8,40,25,3,50
120,4,13,17,8,39,25,2,50
121,4,15,17,8,39,25,1,51
122,4,11,17,7,38,25,1,50
123,4,14,17,7,39,25,1,50
124,4,12,17,7,41,25,1,50
125,6,17,16,7,41,26,1,50
126,5,22,14,7,41,26,1,50
127,4,24,14,7,41,26,1,51
128,4,25,13,7,41,26,1,52
129,4,21,13,7,41,26,1,53
130,4,15,13,7,40,25,1,53
131,4,12,13,6,40,26,1,53
132,4,15,13,6,41,25,1,54
133,4,16,12,6,41,26,1,54
134,4,10,13,6,41,26,1,54
135,2,17,12,6,41,26,2,56
136,2,13,12,6,41,26,2,56
137,2,12,13,6,41,26,1,56
138,2,18,12,6,41,27,1,56
139,2,20,11,6,41,27,1,56
140,2,29,11,6,41,27,1,56
141,2,20,11,5,41,26,1,56
142,2,24,11,5,41,26,1,55
143,2,23,11,5,41,27,1,54
144,2,17,12,5,42,27,1,54
145,2,9,12,5,42,27,1,54
146,2,15,12,5,42,27,1,53
147,2,17,12,6,42,27,1,53
148,2,17,12,6,43,27,1,52
149,2,14,12,5,42,27,1,52
150,4,17,12,6,43,27,1,52
151,4,16,13,5,42,27,1,52
152,4,13,13,5,43,28,1,52
153,4,12,13,5,43,27,1,52
154,4,12,14,5,44,27,1,52
155,4,9,14,5,44,27,1,52
156,4,8,15,4,44,27,1,52
157,4,6,15,4,44,26,1,53
158,4,6,16,4,44,27,1,53
159,4,8,17,4,44,27,1,53
160,4,7,18,4,44,26,1,53
161,4,8,18,4,44,27,1,53
162,4,10,18,4,45,26,2,53
163,4,15,18,4,44,26,2,53
164,4,17,17,5,44,26,2,52
165,5,17,16,5,45,26,2,52
166,4,19,16,5,45,26,2,51
167,4,13,15,4,45,25,3,51
168,3,17,15,5,45,25,2,50
169,2,14,15,5,45,25,1,48
170,2,16,15,4,45,25,1,47
171,2,15,15,4,45,25,1,47
172,2,10,16,4,45,25,2,47
173,2,13,16,4,44,25,2,47
174,2,13,16,4,44,24,2,47
175,2,17,16,4,44,25,1,47
176,2,22,15,4,44,25,1,47
177,2,23,14,4,44,25,1,47
178,2,29,13,4,44,25,1,46
179,2,31,14,5,44,24,1,46
180,2,22,14,5,44,24,1,45
181,2,14,14,5,44,24,1,45
182,2,14,15,5,45,24,2,45
183,2,17,14,5,44,24,2,45
184,2,14,15,5,44,24,2,45
185,3,16,15,5,44,24,2,45
186,2,9,15,5,44,25,2,45
187,3,7,16,5,45,25,2,45
188,2,12,16,5,45,25,3,45
189,2,15,16,5,45,24,4,45
190,2,15,15,5,45,25,5,44
191,2,14,14,5,45,25,5,44
192,2,17,14,5,45,24,4,44
193,2,12,14,5,44,24,3,43
194,2,10,15,5,44,24,3,43
195,2,10,15,5,44,25,4,44
196,2,16,14,5,44,25,3,45
197,2,21,13,6,44,25,3,45
198,2,24,13,5,44,24,2,44
199,2,14,13,6,45,25,2,44
200,2,6,14,6,45,23,2,44
1,10,60,10,3,30,30,3,50
2,20,76,9,2,29,30,2,50
3,20,31,10,2,30,30,2,49
4,20,19,11,3,30,30,2,49
5,20,15,12,2,30,30,2,50
6,20,12,13,2,30,30,2,50
7,20,9,14,2,29,30,2,49
8,19,9,15,2,30,30,2,49
9,18,9,15,3,30,29,2,50
10,17,11,16,2,30,30,2,50
11,17,6,18,2,30,29,2,50
12,16,7,18,2,30,29,2,50
13,16,7,19,2,30,29,2,50
14,16,13,20,2,30,29,2,50
15,15,12,21,2,30,29,2,50
16,14,10,22,2,30,30,2,50
17,14,7,22,2,29,30,2,50
18,16,9,23,2,30,30,3,49
19,16,12,23,2,30,30,3,49
20,16,19,23,2,30,30,3,49
21,16,16,24,2,30,30,3,50
22,15,14,24,3,31,29,3,50
23,14,17,24,3,31,29,3,50
24,14,15,24,4,31,28,3,50
25,14,13,23,4,31,28,2,51
26,14,10,23,5,31,28,2,51
27,14,10,23,6,31,28,2,51
28,12,7,24,6,31,28,2,52
29,12,9,25,6,31,28,1,52
30,12,9,25,6,32,27,2,52
31,12,6,26,6,31,28,2,52
32,12,4,27,6,33,28,2,51
33,11,5,28,6,32,28,2,51
34,10,6,28,6,32,28,1,50
35,10,10,27,6,33,28,1,50
36,10,14,26,6,33,28,1,49
37,10,18,23,6,33,28,2,49
38,10,24,23,6,33,28,2,49
39,10,12,24,6,33,28,2,49
40,10,7,24,6,34,29,2,49
41,10,6,25,5,34,29,3,49
42,10,3,26,4,34,30,3,49
43,9,3,27,4,34,30,3,49
44,8,3,28,4,34,30,4,49
45,8,5,29,4,34,29,4,49
46,7,4,30,5,34,30,4,49
47,6,5,30,5,34,30,4,48
48,5,7,30,5,34,29,4,48
49,4,10,30,5,34,29,4,48
50,4,14,29,5,34,29,4,48
51,6,13,29,5,34,29,4,47
52,5,13,29,5,34,29,5,47
53,4,9,30,5,34,29,5,48
54,3,12,29,5,33,29,4,49
55,2,16,27,5,33,29,2,51
56,2,19,27,5,33,29,1,50
57,2,17,28,5,33,29,1,50
58,2,14,28,5,33,29,1,50
59,2,10,27,5,33,29,1,50
60,2,15,27,5,33,29,1,50
61,2,14,28,5,33,29,1,51
62,2,12,28,5,33,29,1,51
63,2,12,28,5,33,29,1,51
64,2,17,28,5,33,29,2,51
65,2,18,28,5,33,29,2,52
66,2,13,28,5,33,29,2,52
67,2,20,27,5,33,29,2,52
68,2,18,25,6,33,29,2,52
69,2,14,26,6,33,29,2,52
70,2,9,25,6,33,29,3,51
71,2,10,25,6,33,29,3,50
72,2,13,24,6,33,29,2,50
73,2,13,23,6,33,28,2,51
74,2,14,23,6,33,27,2,51
75,2,13,23,6,33,27,2,51
76,3,10,23,6,33,28,1,51
77,2,10,23,6,33,28,1,52
78,2,10,22,6,33,28,1,52
79,2,11,22,6,33,28,1,53
80,4,10,23,6,33,29,1,53
81,4,6,23,7,33,28,1,54
82,4,6,24,7,33,29,1,53
83,4,8,24,7,33,29,1,53
84,4,11,24,7,33,29,1,53
85,4,17,22,7,32,29,1,53
86,4,15,21,7,33,29,2,53
87,6,16,22,7,32,29,1,53
88,6,8,22,7,33,29,1,53
89,8,6,22,6,33,29,1,54
90,8,6,23,6,33,30,1,54
91,8,7,23,6,32,29,1,54
92,8,9,23,5,32,30,2,55
93,8,12,23,5,32,30,2,55
94,8,12,23,5,32,30,2,56
95,8,11,24,5,33,30,2,56
96,8,8,25,5,35,29,2,56
97,8,13,24,5,35,29,2,56
98,8,14,25,5,35,29,2,56
99,11,12,25,5,36,29,2,57
100,10,9,26,5,35,29,2,57
101,10,10,26,5,36,29,2,57
102,12,10,27,5,35,29,2,58
103,12,12,27,5,36,29,2,58
104,12,15,27,5,36,29,1,57
105,13,13,28,5,36,29,1,58
106,12,10,28,5,36,27,1,57
107,12,8,28,5,36,28,2,57
108,12,5,29,5,37,28,2,57
109,12,6,30,5,36,28,2,58
110,13,5,30,4,37,28,2,58
111,14,4,31,5,37,27,2,59
112,12,4,32,5,36,27,2,58
113,12,4,32,5,36,27,2,58
114,12,6,33,5,36,27,2,58
115,12,7,32,6,35,27,2,58
116,12,7,33,5,36,27,2,58
117,12,6,34,5,35,27,3,58
118,11,9,34,5,35,27,2,58
119,10,8,33,5,35,28,2,58
120,10,13,32,5,35,28,2,58
121,10,16,31,5,36,28,2,57
122,10,23,30,5,36,27,2,57
123,10,24,29,5,36,27,2,57
124,10,20,29,5,36,27,2,57
125,11,11,30,5,36,26,2,57
126,10,13,30,5,36,27,2,57
127,10,11,31,5,37,27,3,57
128,10,10,31,5,37,27,2,57
129,9,9,32,6,36,27,2,57
130,8,9,33,6,37,27,2,57
131,8,8,33,6,39,27,1,57
132,8,11,32,6,39,27,1,57
133,8,18,31,6,39,27,1,57
134,8,15,30,6,39,27,1,57
135,8,16,30,6,39,26,2,57
136,8,14,29,6,39,27,2,57
137,9,11,28,6,39,27,2,57
138,11,9,29,7,39,27,2,56
139,10,7,30,6,39,27,2,56
140,9,7,30,7,38,27,3,56
141,9,7,30,7,39,26,2,56
142,8,6,30,6,39,27,2,55
143,8,10,30,6,38,27,2,55
144,9,13,29,7,39,27,1,55
145,8,15,28,6,38,27,1,55
146,9,13,28,6,39,27,1,54
147,10,15,27,6,39,27,1,54
148,10,13,26,6,39,27,1,55
149,13,10,26,6,39,27,1,55
150,12,5,27,7,40,27,1,55
151,12,5,28,7,41,28,1,54
152,10,4,29,7,41,27,1,55
153,10,7,28,7,41,27,1,55
154,10,7,29,7,42,27,1,55
155,10,8,29,6,42,28,1,55
156,10,5,29,6,42,28,2,55
157,7,3,30,6,42,28,2,56
158,6,4,31,6,42,28,1,56
159,6,4,32,6,42,28,1,56
160,6,5,32,6,42,28,1,56
161,6,4,33,5,42,28,1,56
162,6,7,33,5,42,28,2,56
163,6,10,33,5,42,28,2,56
164,6,12,33,5,42,28,2,56
165,6,19,32,5,42,28,2,56
166,7,15,32,5,43,28,2,55
167,6,12,30,6,42,28,2,56
168,6,13,30,6,42,28,3,56
169,5,12,30,5,43,28,2,56
170,6,15,30,5,43,28,3,56
171,5,17,29,5,42,28,2,56
172,4,16,29,5,42,28,2,56
173,4,20,28,5,42,28,2,56
174,4,18,25,6,42,28,1,56
175,4,21,25,5,42,28,1,55
176,5,12,26,6,43,28,1,56
177,4,13,26,5,43,28,2,55
178,4,10,27,6,43,27,2,55
179,4,5,28,5,43,27,2,55
180,4,7,29,5,43,27,3,55
181,4,7,29,5,43,26,2,56
182,5,7,29,5,42,27,3,57
183,4,12,30,5,42,27,3,57
184,2,7,30,5,41,27,3,61
185,2,7,31,4,42,27,3,61
186,2,9,30,5,42,27,3,60
187,2,11,30,5,42,28,3,60
188,2,14,29,5,42,28,3,60
189,2,19,26,5,42,28,2,60
190,4,22,25,5,42,28,2,60
191,4,18,25,5,43,27,3,60
192,4,14,25,6,42,27,3,60
193,4,14,25,6,43,28,3,60
194,6,8,26,6,43,28,3,60
195,6,4,27,6,42,27,3,60
196,6,7,27,6,42,27,3,59
197,6,12,27,6,42,27,3,59
198,6,15,26,6,42,27,3,59
199,7,17,26,6,42,27,3,60
200,7,13,26,5,43,26,3,59
1,10,60,1122,3,30,30,3,50
2,20,74,1029,2,29,30,3,49
3,20,27,1067,3,30,30,3,49
4,21,9,1182,2,30,30,3,50
5,21,4,1312,3,29,30,3,49
6,20,3,1450,3,30,30,3,49
7,19,4,1546,3,30,29,3,49
8,17,4,1659,3,30,29,3,49
9,14,4,1775,3,30,29,3,49
10,11,4,1844,2,30,29,3,49
11,9,5,1958,2,30,30,2,49
12,8,9,2004,2,30,29,2,50
13,8,15,1998,2,31,29,2,50
14,8,19,1949,2,30,29,2,50
15,8,21,1979,2,30,29,1,50
16,8,17,2033,2,30,29,1,50
17,8,14,2064,3,30,29,1,50
18,8,8,2164,3,30,30,1,50
19,8,11,2265,3,30,30,1,50
20,8,13,2348,3,30,30,2,50
21,8,11,2406,2,31,29,2,50
22,8,12,2436,2,30,29,1,51
23,8,14,2477,2,30,29,2,50
24,8,17,2553,2,31,29,2,50
25,8,8,2640,2,30,29,2,50
26,8,10,2704,2,30,28,1,50
27,8,7,2760,3,30,29,1,49
28,9,9,2772,3,30,30,2,49
29,8,14,2782,3,30,30,2,49
30,8,13,2843,2,30,30,2,49
31,8,14,2916,2,30,30,2,50
32,8,10,3028,2,30,30,2,50
33,8,9,3107,2,29,30,3,51
34,8,13,3157,2,30,30,3,51
35,8,13,3231,2,30,30,3,51
36,6,15,3275,2,30,30,3,51
37,4,18,3283,2,30,30,2,51
38,4,19,3255,2,30,30,2,52
39,4,20,3292,2,30,31,2,52
40,4,21,3258,2,30,30,2,53
41,4,22,3268,2,30,31,2,52
42,6,14,3278,2,29,32,3,52
43,6,12,3324,3,29,31,2,52
44,6,14,3335,3,30,31,2,52
45,6,18,3323,3,30,30,3,53
46,6,16,3303,3,30,30,2,53
47,6,19,3380,3,30,30,2,52
48,6,13,3458,3,31,30,2,52
49,6,14,3511,3,31,31,1,51
50,6,16,3495,4,31,31,1,52
51,6,18,3505,3,31,31,2,52
52,6,19,3385,4,31,31,1,51
53,6,23,3403,4,31,31,1,51
54,8,23,3363,4,31,31,1,51
55,8,23,3382,4,31,31,1,51
56,8,17,3282,5,31,32,1,51
57,8,19,3309,5,32,32,2,51
58,8,21,3277,5,31,32,2,51
59,8,12,3305,5,31,33,2,51
60,8,11,3399,5,31,34,2,50
61,8,7,3438,5,31,34,2,50
62,8,6,3462,5,31,34,2,50
63,8,10,3531,5,31,34,2,50
64,8,13,3508,5,31,34,2,50
65,8,11,3453,5,31,34,2,50
66,8,10,3523,5,32,33,2,50
67,8,9,3517,5,32,34,3,50
68,8,9,3544,5,31,35,3,50
69,10,7,3616,5,32,34,3,51
70,8,6,3680,5,31,34,3,50
71,6,7,3755,5,31,34,3,48
72,6,7,3831,5,31,35,3,49
73,6,9,3860,5,31,35,3,49
74,6,8,3904,5,32,35,3,49
75,8,8,3938,5,32,35,3,48
76,8,12,3947,5,32,33,3,48
77,8,16,3744,6,32,33,3,48
78,8,19,3677,6,32,32,3,49
79,8,20,3668,6,32,32,3,49
80,8,9,3704,6,32,31,3,48
81,9,6,3799,6,32,31,2,48
82,8,8,3824,6,32,31,2,48
83,8,6,3812,6,32,32,2,48
84,10,7,3806,5,32,32,2,49
85,10,10,3764,6,32,32,2,49
86,9,10,3822,5,32,33,2,49
87,8,9,3882,5,33,33,1,49
88,8,10,3934,5,33,32,2,49
89,8,12,3773,5,33,32,1,49
90,8,17,3795,5,32,32,1,49
91,8,17,3756,5,32,32,2,49
